b,lesson_id,song_dir,cue_index,speaker,speaker_ja,start,end,joined_start,joined_end,english,japanese,mixed,audio
9,13,12_beginner_tom_b9,25,Aunt Ant,アントおばさん,107.81,114.18,727.25,733.62,Juggler Jellyfish is on the stage. Teacher Tacos is... maybe with the salsa.,ジャグラークラゲがステージにいるよ。ティーチャータコスは……たぶんサルサのところかな。,(Aunt Ant) Juggler Jellyfish is on the stage. Teacher Tacos is... maybe with the salsa. 「(アントおばさん) ジャグラークラゲがステージにいるよ。ティーチャータコスは……たぶんサルサのところかな。」,audio/phonics/L13/s25.mp3
9,13,12_beginner_tom_b9,26,Aunt Ant,アントおばさん,116.21,121.18,735.65,740.62,Juggler Jellyfish is on the stage. Teacher Tacos is... maybe with the salsa.,ジャグラークラゲがステージにいるよ。ティーチャータコスは……たぶんサルサのところかな。,(Aunt Ant) Juggler Jellyfish is on the stage. Teacher Tacos is... maybe with the salsa. 「(アントおばさん) ジャグラークラゲがステージにいるよ。ティーチャータコスは……たぶんサルサのところかな。」,audio/phonics/L13/s26.mp3
10,14,13_beginner_tom_b10,1,Tom,トム,0.04,7.29,744.28,751.53,Teacher Tacos is gone.,ティーチャータコスがいなくなっちゃった。,(Tom) Teacher Tacos is gone. 「(トム) ティーチャータコスがいなくなっちゃった。」,audio/phonics/L14/s1.mp3
10,14,13_beginner_tom_b10,2,Tom,トム,7.33,8.912,751.57,753.152,Teacher Tacos is gone.,ティーチャータコスがいなくなっちゃった。,(Tom) Teacher Tacos is gone. 「(トム) ティーチャータコスがいなくなっちゃった。」,audio/phonics/L14/s2.mp3
10,14,13_beginner_tom_b10,3,Aunt Ant,アントおばさん,8.952,15.542,753.192,759.782,Don't worry. I can show you friends.,心配しないで。私が仲間たちを紹介できるよ。,(Aunt Ant) Don't worry. I can show you friends. 「(アントおばさん) 心配しないで。私が仲間たちを紹介できるよ。」,audio/phonics/L14/s3.mp3
10,14,13_beginner_tom_b10,4,Aunt Ant,アントおばさん,15.582,18.214,759.822,762.454,Don't worry. I can show you friends.,心配しないで。私が仲間たちを紹介できるよ。,(Aunt Ant) Don't worry. I can show you friends. 「(アントおばさん) 心配しないで。私が仲間たちを紹介できるよ。」,audio/phonics/L14/s4.mp3
10,14,13_beginner_tom_b10,5,Tom,トム,18.254,23.384,762.494,767.624,OK. Who is he?,わかった。彼はだれ？,(Tom) OK. Who is he? 「(トム) わかった。彼はだれ？」,audio/phonics/L14/s5.mp3
10,14,13_beginner_tom_b10,6,Tom,トム,23.424,25.006,767.664,769.246,OK. Who is he?,わかった。彼はだれ？,(Tom) OK. Who is he? 「(トム) わかった。彼はだれ？」,audio/phonics/L14/s6.mp3
10,14,13_beginner_tom_b10,7,Aunt Ant,アントおばさん,25.046,28.028,769.286,772.268,He is Doctor Dragon. He is kind. Great!,彼はドクタードラゴンだよ。やさしいんだ。すてきでしょ！,(Aunt Ant) He is Doctor Dragon. He is kind. Great! 「(アントおばさん) 彼はドクタードラゴンだよ。やさしいんだ。すてきでしょ！」,audio/phonics/L14/s7.mp3
10,14,13_beginner_tom_b10,8,Aunt Ant,アントおばさん,28.068,31.551,772.308,775.791,He is Doctor Dragon. He is kind. Great!,彼はドクタードラゴンだよ。やさしいんだ。すてきでしょ！,(Aunt Ant) He is Doctor Dragon. He is kind. Great! 「(アントおばさん) 彼はドクタードラゴンだよ。やさしいんだ。すてきでしょ！」,audio/phonics/L14/s8.mp3
10,14,13_beginner_tom_b10,9,Tom,トム,31.591,33.401,775.831,777.641,And who is she?,それで、彼女はだれ？,(Tom) And who is she? 「(トム) それで、彼女はだれ？」,audio/phonics/L14/s9.mp3
10,14,13_beginner_tom_b10,10,Tom,トム,33.441,36.831,777.681,781.071,And who is she?,それで、彼女はだれ？,(Tom) And who is she? 「(トム) それで、彼女はだれ？」,audio/phonics/L14/s10.mp3
10,14,13_beginner_tom_b10,11,Aunt Ant,アントおばさん,36.871,42.987,781.111,787.227,She is Juggler Jellyfish. She is a juggler. Wow!,彼女はジャグラークラゲだよ。ジャグラーなんだ。わあ！,(Aunt Ant) She is Juggler Jellyfish. She is a juggler. Wow! 「(アントおばさん) 彼女はジャグラークラゲだよ。ジャグラーなんだ。わあ！」,audio/phonics/L14/s11.mp3
10,14,13_beginner_tom_b10,12,Aunt Ant,アントおばさん,43.027,49.081,787.267,793.321,She is Juggler Jellyfish. She is a juggler. Wow!,彼女はジャグラークラゲだよ。ジャグラーなんだ。わあ！,(Aunt Ant) She is Juggler Jellyfish. She is a juggler. Wow! 「(アントおばさん) 彼女はジャグラークラゲだよ。ジャグラーなんだ。わあ！」,audio/phonics/L14/s12.mp3
10,14,13_beginner_tom_b10,13,Tom,トム,49.121,52.901,793.361,797.141,Whoa! What is that in the air?,うわっ！空中にあるあれは何？,(Tom) Whoa! What is that in the air? 「(トム) うわっ！空中にあるあれは何？」,audio/phonics/L14/s13.mp3
10,14,13_beginner_tom_b10,14,Tom,トム,52.941,55.911,797.181,800.151,Whoa! What is that in the air?,うわっ！空中にあるあれは何？,(Tom) Whoa! What is that in the air? 「(トム) うわっ！空中にあるあれは何？」,audio/phonics/L14/s14.mp3
10,14,13_beginner_tom_b10,15,Juggler Jellyfish,ジャグラークラゲ,55.951,60.221,800.191,804.461,It is a jumping cup. It loves drama.,跳ねるカップだよ。大げさなことが大好きなんだ。,(Juggler Jellyfish) It is a jumping cup. It loves drama. 「(ジャグラークラゲ) 跳ねるカップだよ。大げさなことが大好きなんだ。」,audio/phonics/L14/s15.mp3
10,14,13_beginner_tom_b10,16,Juggler Jellyfish,ジャグラークラゲ,60.261,65.101,804.501,809.341,It is a jumping cup. It loves drama.,跳ねるカップだよ。大げさなことが大好きなんだ。,(Juggler Jellyfish) It is a jumping cup. It loves drama. 「(ジャグラークラゲ) 跳ねるカップだよ。大げさなことが大好きなんだ。」,audio/phonics/L14/s16.mp3
10,14,13_beginner_tom_b10,17,Tom,トム,65.141,70.94,809.381,815.18,Who is he by the stage?,ステージのそばにいる彼はだれ？,(Tom) Who is he by the stage? 「(トム) ステージのそばにいる彼はだれ？」,audio/phonics/L14/s17.mp3
10,14,13_beginner_tom_b10,18,Tom,トム,70.98,77.346,815.22,821.586,Who is he by the stage?,ステージのそばにいる彼はだれ？,(Tom) Who is he by the stage? 「(トム) ステージのそばにいる彼はだれ？」,audio/phonics/L14/s18.mp3
10,14,13_beginner_tom_b10,19,Aunt Ant,アントおばさん,77.386,83.568,821.626,827.808,He is King Kangaroo. He is the king. Careful!,彼はキングカンガルーだよ。王様なんだ。気をつけて！,(Aunt Ant) He is King Kangaroo. He is the king. Careful! 「(アントおばさん) 彼はキングカンガルーだよ。王様なんだ。気をつけて！」,audio/phonics/L14/s19.mp3
10,14,13_beginner_tom_b10,20,Aunt Ant,アントおばさん,83.608,89.693,827.848,833.933,He is King Kangaroo. He is the king. Careful!,彼はキングカンガルーだよ。王様なんだ。気をつけて！,(Aunt Ant) He is King Kangaroo. He is the king. Careful! 「(アントおばさん) 彼はキングカンガルーだよ。王様なんだ。気をつけて！」,audio/phonics/L14/s20.mp3
10,14,13_beginner_tom_b10,21,King Kangaroo,キングカンガルー,89.733,94.713,833.973,838.953,"Hello, Tom! Wow! My crown is jumping, too.",こんにちは、トム！わあ！ぼくの王冠も跳ねているよ。,"(King Kangaroo) Hello, Tom! Wow! My crown is jumping, too. 「(キングカンガルー) こんにちは、トム！わあ！ぼくの王冠も跳ねているよ。」",audio/phonics/L14/s21.mp3
10,14,13_beginner_tom_b10,22,King Kangaroo,キングカンガルー,94.753,100.68,838.993,844.92,"Hello, Tom! Wow! My crown is jumping, too.",こんにちは、トム！わあ！ぼくの王冠も跳ねているよ。,"(King Kangaroo) Hello, Tom! Wow! My crown is jumping, too. 「(キングカンガルー) こんにちは、トム！わあ！ぼくの王冠も跳ねているよ。」",audio/phonics/L14/s22.mp3
11,15,11_beginner_tom_b11,1,Aunt Ant,アントおばさん,0.22,4.826,845.14,849.746,Look. Baker Bear bakes bread every morning.,見て。ベイカーベアは毎朝パンを焼くんだ。,(Aunt Ant) Look. Baker Bear bakes bread every morning. 「(アントおばさん) 見て。ベイカーベアは毎朝パンを焼くんだ。」,audio/phonics/L15/s1.mp3
11,15,11_beginner_tom_b11,2,Aunt Ant,アントおばさん,4.866,10.61,849.786,855.53,Look. Baker Bear bakes bread every morning.,見て。ベイカーベアは毎朝パンを焼くんだ。,(Aunt Ant) Look. Baker Bear bakes bread every morning. 「(アントおばさん) 見て。ベイカーベアは毎朝パンを焼くんだ。」,audio/phonics/L15/s2.mp3
11,15,11_beginner_tom_b11,3,Bread,パン,10.65,12.16,855.57,857.08,Good morning! Yay!,おはよう！やったー！,(Bread) Good morning! Yay! 「(パン) おはよう！やったー！」,audio/phonics/L15/s3.mp3
11,15,11_beginner_tom_b11,4,Bread,パン,12.2,14.09,857.12,859.01,Good morning! Yay!,おはよう！やったー！,(Bread) Good morning! Yay! 「(パン) おはよう！やったー！」,audio/phonics/L15/s4.mp3
11,15,11_beginner_tom_b11,5,Tom,トム,14.13,16.55,859.05,861.47,Wow. He works early.,わあ。朝早くから働いているんだね。,(Tom) Wow. He works early. 「(トム) わあ。朝早くから働いているんだね。」,audio/phonics/L15/s5.mp3
11,15,11_beginner_tom_b11,6,Tom,トム,16.59,18.67,861.51,863.59,Wow. He works early.,わあ。朝早くから働いているんだね。,(Tom) Wow. He works early. 「(トム) わあ。朝早くから働いているんだね。」,audio/phonics/L15/s6.mp3
11,15,11_beginner_tom_b11,7,Cowboy Cat,カウボーイキャット,18.71,21.47,863.63,866.39,Yes. He likes warm bread.,うん。彼は温かいパンが好きなんだ。,(Cowboy Cat) Yes. He likes warm bread. 「(カウボーイキャット) うん。彼は温かいパンが好きなんだ。」,audio/phonics/L15/s7.mp3
11,15,11_beginner_tom_b11,8,Cowboy Cat,カウボーイキャット,21.51,25.28,866.43,870.2,Yes. He likes warm bread.,うん。彼は温かいパンが好きなんだ。,(Cowboy Cat) Yes. He likes warm bread. 「(カウボーイキャット) うん。彼は温かいパンが好きなんだ。」,audio/phonics/L15/s8.mp3
11,15,11_beginner_tom_b11,9,Tom,トム,25.32,29.73,870.24,874.65,Does the bread say good morning every day?,パンは毎日おはようって言うの？,(Tom) Does the bread say good morning every day? 「(トム) パンは毎日おはようって言うの？」,audio/phonics/L15/s9.mp3
11,15,11_beginner_tom_b11,10,Tom,トム,29.77,34.946,874.69,879.866,Does the bread say good morning every day?,パンは毎日おはようって言うの？,(Tom) Does the bread say good morning every day? 「(トム) パンは毎日おはようって言うの？」,audio/phonics/L15/s10.mp3
11,15,11_beginner_tom_b11,11,Baker Bear,ベイカーベア,34.986,38.305,879.906,883.225,"Yes, it does. Every day.",うん、言うよ。毎日ね。,"(Baker Bear) Yes, it does. Every day. 「(ベイカーベア) うん、言うよ。毎日ね。」",audio/phonics/L15/s11.mp3
11,15,11_beginner_tom_b11,12,Baker Bear,ベイカーベア,38.345,41.56,883.265,886.48,"Yes, it does. Every day.",うん、言うよ。毎日ね。,"(Baker Bear) Yes, it does. Every day. 「(ベイカーベア) うん、言うよ。毎日ね。」",audio/phonics/L15/s12.mp3
11,15,11_beginner_tom_b11,13,Tom,トム,41.6,44.7,886.52,889.62,"OK. Does he bake cakes, too?",わかった。彼はケーキも焼くの？,"(Tom) OK. Does he bake cakes, too? 「(トム) わかった。彼はケーキも焼くの？」",audio/phonics/L15/s13.mp3
11,15,11_beginner_tom_b11,14,Tom,トム,44.74,49.11,889.66,894.03,"OK. Does he bake cakes, too?",わかった。彼はケーキも焼くの？,"(Tom) OK. Does he bake cakes, too? 「(トム) わかった。彼はケーキも焼くの？」",audio/phonics/L15/s14.mp3
11,15,11_beginner_tom_b11,15,Cowboy Cat,カウボーイキャット,49.15,55.044,894.07,899.964,"Yes, he does. No. He doesn't bake fish cakes.",うん、焼くよ。でも魚のケーキは焼かないよ。,"(Cowboy Cat) Yes, he does. No. He doesn't bake fish cakes. 「(カウボーイキャット) うん、焼くよ。でも魚のケーキは焼かないよ。」",audio/phonics/L15/s15.mp3
11,15,11_beginner_tom_b11,16,Cowboy Cat,カウボーイキャット,55.084,60.872,900.004,905.792,"Yes, he does. No. He doesn't bake fish cakes.",うん、焼くよ。でも魚のケーキは焼かないよ。,"(Cowboy Cat) Yes, he does. No. He doesn't bake fish cakes. 「(カウボーイキャット) うん、焼くよ。でも魚のケーキは焼かないよ。」",audio/phonics/L15/s16.mp3
11,15,11_beginner_tom_b11,17,Tom,トム,60.912,68.102,905.832,913.022,Good! I like sweet cakes. Does Teacher Tacos teach every day?,よかった！ぼくは甘いケーキが好き。ティーチャータコスは毎日教えるの？,(Tom) Good! I like sweet cakes. Does Teacher Tacos teach every day? 「(トム) よかった！ぼくは甘いケーキが好き。ティーチャータコスは毎日教えるの？」,audio/phonics/L15/s17.mp3
11,15,11_beginner_tom_b11,18,Tom,トム,68.142,75.012,913.062,919.932,Good! I like sweet cakes. Does Teacher Tacos teach every day?,よかった！ぼくは甘いケーキが好き。ティーチャータコスは毎日教えるの？,(Tom) Good! I like sweet cakes. Does Teacher Tacos teach every day? 「(トム) よかった！ぼくは甘いケーキが好き。ティーチャータコスは毎日教えるの？」,audio/phonics/L15/s18.mp3
11,15,11_beginner_tom_b11,19,Cowboy Cat,カウボーイキャット,75.052,80.83,919.972,925.75,"Yes, he does. Wow. He teaches with salsa cards.",うん、教えるよ。わあ、サルサカードで教えるんだ。,"(Cowboy Cat) Yes, he does. Wow. He teaches with salsa cards. 「(カウボーイキャット) うん、教えるよ。わあ、サルサカードで教えるんだ。」",audio/phonics/L15/s19.mp3
11,15,11_beginner_tom_b11,20,Cowboy Cat,カウボーイキャット,80.87,86.625,925.79,931.545,"Yes, he does. Wow. He teaches with salsa cards.",うん、教えるよ。わあ、サルサカードで教えるんだ。,"(Cowboy Cat) Yes, he does. Wow. He teaches with salsa cards. 「(カウボーイキャット) うん、教えるよ。わあ、サルサカードで教えるんだ。」",audio/phonics/L15/s20.mp3
11,15,11_beginner_tom_b11,21,Aunt Ant,アントおばさん,86.665,93.945,931.585,938.865,And today he follows a salsa smell. Too much!,そして今日はサルサのにおいを追いかけているよ。やりすぎだね！,(Aunt Ant) And today he follows a salsa smell. Too much! 「(アントおばさん) そして今日はサルサのにおいを追いかけているよ。やりすぎだね！」,audio/phonics/L15/s21.mp3
11,15,11_beginner_tom_b11,22,Aunt Ant,アントおばさん,93.985,98.262,938.905,943.182,And today he follows a salsa smell. Too much!,そして今日はサルサのにおいを追いかけているよ。やりすぎだね！,(Aunt Ant) And today he follows a salsa smell. Too much! 「(アントおばさん) そして今日はサルサのにおいを追いかけているよ。やりすぎだね！」,audio/phonics/L15/s22.mp3
12,16,12_beginner_tom_b12,1,Tom,トム,0.06,1.44,943.34,944.72,When is the show?,ショーはいつなの？,(Tom) When is the show? 「(トム) ショーはいつなの？」,audio/phonics/L16/s1.mp3
12,16,12_beginner_tom_b12,2,Tom,トム,1.62,3.0,944.9,946.28,When is the show?,ショーはいつなの？,(Tom) When is the show? 「(トム) ショーはいつなの？」,audio/phonics/L16/s2.mp3
12,16,12_beginner_tom_b12,3,Clock,時計,3.2,10.16,946.48,953.44,Now? Now? Please? Start the show now!,今？今？お願い？今すぐショーを始めて！,(Clock) Now? Now? Please? Start the show now! 「(時計) 今？今？お願い？今すぐショーを始めて！」,audio/phonics/L16/s3.mp3
12,16,12_beginner_tom_b12,4,Clock,時計,10.7,16.57,953.98,959.85,Now? Now? Please? Start the show now!,今？今？お願い？今すぐショーを始めて！,(Clock) Now? Now? Please? Start the show now! 「(時計) 今？今？お願い？今すぐショーを始めて！」,audio/phonics/L16/s4.mp3
12,16,12_beginner_tom_b12,5,Tom,トム,17.02,20.72,960.3,964.0,Whoa! The clock is too excited!,うわっ！時計が興奮しすぎている！,(Tom) Whoa! The clock is too excited! 「(トム) うわっ！時計が興奮しすぎている！」,audio/phonics/L16/s5.mp3
12,16,12_beginner_tom_b12,6,Tom,トム,20.92,23.67,964.2,966.95,Whoa! The clock is too excited!,うわっ！時計が興奮しすぎている！,(Tom) Whoa! The clock is too excited! 「(トム) うわっ！時計が興奮しすぎている！」,audio/phonics/L16/s6.mp3
12,16,12_beginner_tom_b12,7,Aunt Ant,アントおばさん,23.92,29.41,967.2,972.69,"OK, clock. The show is at two. The clock is always early.",わかったよ、時計さん。ショーは二時だよ。時計はいつも早すぎるね。,"(Aunt Ant) OK, clock. The show is at two. The clock is always early. 「(アントおばさん) わかったよ、時計さん。ショーは二時だよ。時計はいつも早すぎるね。」",audio/phonics/L16/s7.mp3
12,16,12_beginner_tom_b12,8,Aunt Ant,アントおばさん,29.72,35.45,973.0,978.73,"OK, clock. The show is at two. The clock is always early.",わかったよ、時計さん。ショーは二時だよ。時計はいつも早すぎるね。,"(Aunt Ant) OK, clock. The show is at two. The clock is always early. 「(アントおばさん) わかったよ、時計さん。ショーは二時だよ。時計はいつも早すぎるね。」",audio/phonics/L16/s8.mp3
12,16,12_beginner_tom_b12,9,Tom,トム,35.76,39.04,979.04,982.32,"OK. When do you sing, Singer Snake?",わかった。シンガースネークはいつ歌うの？,"(Tom) OK. When do you sing, Singer Snake? 「(トム) わかった。シンガースネークはいつ歌うの？」",audio/phonics/L16/s9.mp3
12,16,12_beginner_tom_b12,10,Tom,トム,39.26,42.15,982.54,985.43,"OK. When do you sing, Singer Snake?",わかった。シンガースネークはいつ歌うの？,"(Tom) OK. When do you sing, Singer Snake? 「(トム) わかった。シンガースネークはいつ歌うの？」",audio/phonics/L16/s10.mp3
12,16,12_beginner_tom_b12,11,Singer Snake,シンガースネーク,42.26,44.98,985.54,988.26,I sing at one thirty. Easy.,一時半に歌うよ。簡単さ。,(Singer Snake) I sing at one thirty. Easy. 「(シンガースネーク) 一時半に歌うよ。簡単さ。」,audio/phonics/L16/s11.mp3
12,16,12_beginner_tom_b12,12,Singer Snake,シンガースネーク,45.26,48.38,988.54,991.66,I sing at one thirty. Easy.,一時半に歌うよ。簡単さ。,(Singer Snake) I sing at one thirty. Easy. 「(シンガースネーク) 一時半に歌うよ。簡単さ。」,audio/phonics/L16/s12.mp3
12,16,12_beginner_tom_b12,13,Tom,トム,48.78,51.42,992.06,994.7,Great. When does Juggler Jellyfish start?,いいね。ジャグラークラゲはいつ始めるの？,(Tom) Great. When does Juggler Jellyfish start? 「(トム) いいね。ジャグラークラゲはいつ始めるの？」,audio/phonics/L16/s13.mp3
12,16,12_beginner_tom_b12,14,Tom,トム,51.58,54.58,994.86,997.86,Great. When does Juggler Jellyfish start?,いいね。ジャグラークラゲはいつ始めるの？,(Tom) Great. When does Juggler Jellyfish start? 「(トム) いいね。ジャグラークラゲはいつ始めるの？」,audio/phonics/L16/s14.mp3
12,16,12_beginner_tom_b12,15,Juggler Jellyfish,ジャグラークラゲ,54.72,59.93,998.0,1003.21,I start at two ten. Don't panic. My cups panic enough.,二時十分に始めるよ。あわてないで。カップたちだけで十分あわてているから。,(Juggler Jellyfish) I start at two ten. Don't panic. My cups panic enough. 「(ジャグラークラゲ) 二時十分に始めるよ。あわてないで。カップたちだけで十分あわてているから。」,audio/phonics/L16/s15.mp3
12,16,12_beginner_tom_b12,16,Juggler Jellyfish,ジャグラークラゲ,60.72,65.6,1004.0,1008.88,I start at two ten. Don't panic. My cups panic enough.,二時十分に始めるよ。あわてないで。カップたちだけで十分あわてているから。,(Juggler Jellyfish) I start at two ten. Don't panic. My cups panic enough. 「(ジャグラークラゲ) 二時十分に始めるよ。あわてないで。カップたちだけで十分あわてているから。」,audio/phonics/L16/s16.mp3
12,16,12_beginner_tom_b12,17,Tom,トム,69.72,71.45,1013.0,1014.73,When does Teacher Tacos teach?,ティーチャータコスはいつ教えるの？,(Tom) When does Teacher Tacos teach? 「(トム) ティーチャータコスはいつ教えるの？」,audio/phonics/L16/s17.mp3
12,16,12_beginner_tom_b12,18,Tom,トム,71.72,74.01,1015.0,1017.29,When does Teacher Tacos teach?,ティーチャータコスはいつ教えるの？,(Tom) When does Teacher Tacos teach? 「(トム) ティーチャータコスはいつ教えるの？」,audio/phonics/L16/s18.mp3
12,16,12_beginner_tom_b12,19,Aunt Ant,アントおばさん,74.32,79.94,1017.6,1023.22,He teaches after the juggling. But today... he may be late.,ジャグリングの後に教えるよ。でも今日は……遅れるかもしれない。,(Aunt Ant) He teaches after the juggling. But today... he may be late. 「(アントおばさん) ジャグリングの後に教えるよ。でも今日は……遅れるかもしれない。」,audio/phonics/L16/s19.mp3
12,16,12_beginner_tom_b12,20,Tom,トム,80.26,83.98,1023.54,1027.26,Oh no! The salsa smell is stronger.,大変！サルサのにおいが強くなってきた。,(Tom) Oh no! The salsa smell is stronger. 「(トム) 大変！サルサのにおいが強くなってきた。」,audio/phonics/L16/s20.mp3
12,16,12_beginner_tom_b12,21,Tom,トム,84.26,87.09,1027.54,1030.37,Oh no! The salsa smell is stronger.,大変！サルサのにおいが強くなってきた。,(Tom) Oh no! The salsa smell is stronger. 「(トム) 大変！サルサのにおいが強くなってきた。」,audio/phonics/L16/s21.mp3
12,16,12_beginner_tom_b12,22,Tom,トム,87.09,88.36,1030.37,1031.64,Oh no! The salsa smell is stronger.,大変！サルサのにおいが強くなってきた。,(Tom) Oh no! The salsa smell is stronger. 「(トム) 大変！サルサのにおいが強くなってきた。」,audio/phonics/L16/s22.mp3
13,17,13_beginner_tom_b13,1,Tom,トム,0.0,4.17,1033.147,1037.317,Where is Teacher Tacos?,ティーチャータコスはどこ？,(Tom) Where is Teacher Tacos? 「(トム) ティーチャータコスはどこ？」,audio/phonics/L17/s1.mp3
13,17,13_beginner_tom_b13,2,Aunt Ant,アントおばさん,4.31,14.0,1037.457,1047.147,I hear salsa drums by the big tree.,大きな木のそばでサルサの太鼓が聞こえるよ。,(Aunt Ant) I hear salsa drums by the big tree. 「(アントおばさん) 大きな木のそばでサルサの太鼓が聞こえるよ。」,audio/phonics/L17/s2.mp3
13,17,13_beginner_tom_b13,3,Tom,トム,14.0,22.0,1047.147,1055.147,OK. Where is the show stage?,わかった。ショーのステージはどこ？,(Tom) OK. Where is the show stage? 「(トム) わかった。ショーのステージはどこ？」,audio/phonics/L17/s3.mp3
13,17,13_beginner_tom_b13,4,Stage,ステージ,22.0,26.8,1055.147,1059.947,I am here by the big tree.,ぼくは大きな木のそば、ここにいるよ。,(Stage) I am here by the big tree. 「(ステージ) ぼくは大きな木のそば、ここにいるよ。」,audio/phonics/L17/s4.mp3
13,17,13_beginner_tom_b13,5,Stage,ステージ,27.0,31.15,1060.147,1064.297,Please don't stare.,じっと見ないでね。,(Stage) Please don't stare. 「(ステージ) じっと見ないでね。」,audio/phonics/L17/s5.mp3
13,17,13_beginner_tom_b13,6,Stage,ステージ,31.51,34.65,1064.657,1067.797,I am here by the big tree.,ぼくは大きな木のそば、ここにいるよ。,(Stage) I am here by the big tree. 「(ステージ) ぼくは大きな木のそば、ここにいるよ。」,audio/phonics/L17/s6.mp3
13,17,13_beginner_tom_b13,7,Stage,ステージ,35.0,38.5,1068.147,1071.647,Please don't stare.,じっと見ないでね。,(Stage) Please don't stare. 「(ステージ) じっと見ないでね。」,audio/phonics/L17/s7.mp3
13,17,13_beginner_tom_b13,8,Tom,トム,39.0,46.25,1072.147,1079.397,Where does the salsa smell go?,サルサのにおいはどこへ行くの？,(Tom) Where does the salsa smell go? 「(トム) サルサのにおいはどこへ行くの？」,audio/phonics/L17/s8.mp3
13,17,13_beginner_tom_b13,9,Salsa Jar,サルサのびん,47.0,51.52,1080.147,1084.667,Over here! Too spicy! Too famous!,こっちだよ！辛すぎる！有名すぎる！,(Salsa Jar) Over here! Too spicy! Too famous! 「(サルサのびん) こっちだよ！辛すぎる！有名すぎる！」,audio/phonics/L17/s9.mp3
13,17,13_beginner_tom_b13,10,Salsa Jar,サルサのびん,52.07,55.8,1085.217,1088.947,Over here! Too spicy! Too famous!,こっちだよ！辛すぎる！有名すぎる！,(Salsa Jar) Over here! Too spicy! Too famous! 「(サルサのびん) こっちだよ！辛すぎる！有名すぎる！」,audio/phonics/L17/s10.mp3
13,17,13_beginner_tom_b13,11,Tom,トム,56.0,59.82,1089.147,1092.967,Oh! A shouting salsa jar! Where is Teacher Tacos?,あっ！叫ぶサルサのびんだ！ティーチャータコスはどこ？,(Tom) Oh! A shouting salsa jar! Where is Teacher Tacos? 「(トム) あっ！叫ぶサルサのびんだ！ティーチャータコスはどこ？」,audio/phonics/L17/s11.mp3
13,17,13_beginner_tom_b13,12,Tom,トム,60.0,63.82,1093.147,1096.967,Oh! A shouting salsa jar! Where is Teacher Tacos?,あっ！叫ぶサルサのびんだ！ティーチャータコスはどこ？,(Tom) Oh! A shouting salsa jar! Where is Teacher Tacos? 「(トム) あっ！叫ぶサルサのびんだ！ティーチャータコスはどこ？」,audio/phonics/L17/s12.mp3
13,17,13_beginner_tom_b13,13,Teacher Tacos,ティーチャータコス,64.0,70.16,1097.147,1103.307,I am under the red table.,赤いテーブルの下にいるよ。,(Teacher Tacos) I am under the red table. 「(ティーチャータコス) 赤いテーブルの下にいるよ。」,audio/phonics/L17/s13.mp3
13,17,13_beginner_tom_b13,14,Teacher Tacos,ティーチャータコス,70.3,71.92,1103.447,1105.067,I am under the red table.,赤いテーブルの下にいるよ。,(Teacher Tacos) I am under the red table. 「(ティーチャータコス) 赤いテーブルの下にいるよ。」,audio/phonics/L17/s14.mp3
13,17,13_beginner_tom_b13,15,Tom,トム,72.0,75.85,1105.147,1108.997,Wow! Teacher Tacos is back!,わあ！ティーチャータコスが戻ってきた！,(Tom) Wow! Teacher Tacos is back! 「(トム) わあ！ティーチャータコスが戻ってきた！」,audio/phonics/L17/s15.mp3
13,17,13_beginner_tom_b13,16,Tom,トム,76.0,77.89,1109.147,1111.037,Wow! Teacher Tacos is back!,わあ！ティーチャータコスが戻ってきた！,(Tom) Wow! Teacher Tacos is back! 「(トム) わあ！ティーチャータコスが戻ってきた！」,audio/phonics/L17/s16.mp3
13,17,13_beginner_tom_b13,17,Teacher Tacos,ティーチャータコス,78.0,81.52,1111.147,1114.667,I am your guide again.,また私がきみの案内役だよ。,(Teacher Tacos) I am your guide again. 「(ティーチャータコス) また私がきみの案内役だよ。」,audio/phonics/L17/s17.mp3
13,17,13_beginner_tom_b13,18,Teacher Tacos,ティーチャータコス,82.0,87.22,1115.147,1120.367,I am your guide again.,また私がきみの案内役だよ。,(Teacher Tacos) I am your guide again. 「(ティーチャータコス) また私がきみの案内役だよ。」,audio/phonics/L17/s18.mp3
13,17,13_beginner_tom_b13,19,Tom,トム,88.0,91.8,1121.147,1124.947,Great. Where do you stand?,よかった。あなたはどこに立つの？,(Tom) Great. Where do you stand? 「(トム) よかった。あなたはどこに立つの？」,audio/phonics/L17/s19.mp3
13,17,13_beginner_tom_b13,20,Tom,トム,92.0,95.65,1125.147,1128.797,Great. Where do you stand?,よかった。あなたはどこに立つの？,(Tom) Great. Where do you stand? 「(トム) よかった。あなたはどこに立つの？」,audio/phonics/L17/s20.mp3
13,17,13_beginner_tom_b13,21,Teacher Tacos,ティーチャータコス,96.0,99.54,1129.147,1132.687,I stand on the red mat.,赤いマットの上に立つよ。,(Teacher Tacos) I stand on the red mat. 「(ティーチャータコス) 赤いマットの上に立つよ。」,audio/phonics/L17/s21.mp3
13,17,13_beginner_tom_b13,22,Teacher Tacos,ティーチャータコス,100.0,104.38,1133.147,1137.527,I stand on the red mat.,赤いマットの上に立つよ。,(Teacher Tacos) I stand on the red mat. 「(ティーチャータコス) 赤いマットの上に立つよ。」,audio/phonics/L17/s22.mp3
